match_number,match_id,match_time,player_id,win_flag,elo_start,mon1,mon2,mon3,mon4,mon5,mon6,lead1,lead2,elo_end
639,1649466226,2022-04-09T01:03:46Z,Wolfeytuku,1,1416,Xerneas-*,Zacian-*,Blastoise,Amoonguss,Incineroar,Landorus-Therian,Xerneas,Zacian-Crowned,1437
640,1649466488,2022-04-09T01:08:08Z,melondonkey,0,1416,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1399
640,1649466488,2022-04-09T01:08:08Z,Mareeoh8,1,1461,Indeedee-F,Zacian-*,Grimmsnarl,Landorus-Therian,Thundurus,Calyrex-Shadow,Grimmsnarl,Zacian-Crowned,1478
641,1649467466,2022-04-09T01:24:26Z,melondonkey,0,1399,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1378
641,1649467466,2022-04-09T01:24:26Z,bitin,1,1378,Sneasel,Cobalion,Rillaboom,Calyrex-Shadow,Kyogre,Salamence,Sneasel,Cobalion,1399
642,1649468327,2022-04-09T01:38:47Z,melondonkey,1,1378,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1400
642,1649468327,2022-04-09T01:38:47Z,TouchGrassPls,0,1410,Calyrex-Shadow,Zacian-*,Incineroar,Rillaboom,Blastoise,Thundurus,Calyrex-Shadow,Thundurus,1388
643,1649468469,2022-04-09T01:41:09Z,toriniku619,0,1403,Solgaleo,Kyogre,Landorus-Therian,Grimmsnarl,Incineroar,Regieleki,Solgaleo,Grimmsnarl,1383
643,1649468469,2022-04-09T01:41:09Z,melondonkey,1,1400,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1420
644,1649468845,2022-04-09T01:47:25Z,melondonkey,1,1420,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Urshifu,Incineroar,1436
644,1649468845,2022-04-09T01:47:25Z,MacArhao,0,1354,Dialga,Calyrex-Ice,Porygon2,Indeedee-F,Tapu Fini,Slowking-Galar,Calyrex-Ice,Indeedee-F,1338
645,1649469396,2022-04-09T01:56:36Z,melondonkey,0,1436,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Urshifu,Kyurem-White,1412
645,1649469396,2022-04-09T01:56:36Z,TicTacToes,1,1364,Solgaleo,Groudon,Charizard,Mimikyu,Indeedee-F,Whimsicott,Solgaleo,Whimsicott,1388
646,1649469640,2022-04-09T02:00:40Z,TheHoodieDiego,0,1343,Kyogre,Tornadus,Yveltal,Pikachu,Rillaboom,Urshifu-*,Pikachu,Tornadus,1327
646,1649469640,2022-04-09T02:00:40Z,melondonkey,1,1412,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1428
647,1649523130,2022-04-09T16:52:10Z,melondonkey,1,1403,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1424
647,1649523130,2022-04-09T16:52:10Z,Russkaya raketa,0,1427,Thundurus,Lapras,Incineroar,Lunala,Zacian-*,Amoonguss,Lapras,Zacian-Crowned,1406
648,1649523340,2022-04-09T16:55:40Z,melondonkey,0,1424,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1406
648,1649523340,2022-04-09T16:55:40Z,InvaderZimp,1,1465,Zacian-*,Yveltal,Coalossal,Barraskewda,Rillaboom,Incineroar,Barraskewda,Coalossal,1483
649,1649523649,2022-04-09T17:00:49Z,Sa Leggenda,1,1486,Solgaleo,Kyogre,Zapdos,Tornadus,Incineroar,Mimikyu,Solgaleo,Incineroar,1501
649,1649523649,2022-04-09T17:00:49Z,melondonkey,0,1406,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1391
650,1649524004,2022-04-09T17:06:44Z,melondonkey,0,1391,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Urshifu,Sableye,1370
650,1649524004,2022-04-09T17:06:44Z,Lelou01,1,1367,Calyrex-Shadow,Garchomp,Indeedee-F,Zacian-*,Gastrodon,Thundurus,Indeedee-F,Thundurus,1388
651,1649524280,2022-04-09T17:11:20Z,strepto,0,1432,Groudon,Zacian-*,Tornadus,Thundurus,Cherrim,Amoonguss,Amoonguss,Zacian-Crowned,1408
651,1649524280,2022-04-09T17:11:20Z,melondonkey,1,1370,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1394
652,1649528215,2022-04-09T18:16:55Z,melondonkey,0,1369,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1351
652,1649528215,2022-04-09T18:16:55Z,cochonteam,1,1400,Zacian-*,Kyogre,Kartana,Shedinja,Incineroar,Thundurus,Zacian-Crowned,Kyogre,1418
653,1649528428,2022-04-09T18:20:28Z,Waterbuffalo123,0,1313,Groudon,Yveltal,Gastrodon-East,Grimmsnarl,Charizard,Regieleki,Yveltal,Grimmsnarl,1295
653,1649528428,2022-04-09T18:20:28Z,melondonkey,1,1351,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1369
654,1649546632,2022-04-09T23:23:52Z,LittlerootLadders,0,1384,Yveltal,Venusaur,Regieleki,Groudon,Bronzong,Incineroar,Regieleki,Yveltal,1363
654,1649546632,2022-04-09T23:23:52Z,melondonkey,1,1368,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Sableye,Kyurem-White,1389
655,1649547359,2022-04-09T23:35:59Z,melondonkey,0,1389,Kyurem-White,Zacian-*,Sableye,Regieleki,Incineroar,Urshifu-*,Urshifu,Kyurem-White,1370
655,1649547359,2022-04-09T23:35:59Z,hikouki,1,1398,Palkia,Indeedee-F,Amoonguss,Calyrex-Ice,Incineroar,Dusclops,Palkia,Indeedee-F,1417
656,1649548490,2022-04-09T23:54:50Z,smileyfoot,0,1370,Reshiram,Zacian-*,Thundurus,Indeedee-F,Blastoise,Grimmsnarl,Blastoise,Grimmsnarl,1350
656,1649548490,2022-04-09T23:54:50Z,melondonkey,1,1370,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Whimsicott,Kyurem-White,1390
657,1649548768,2022-04-09T23:59:28Z,melondonkey,1,1390,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1404
657,1649548768,2022-04-09T23:59:28Z,VincyT,0,1285,Barraskewda,Kyogre,Indeedee-F,Whimsicott,Kartana,Zacian-*,Whimsicott,Zacian-Crowned,1267
658,1649549109,2022-04-10T00:05:09Z,melondonkey,0,1404,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Whimsicott,Kyurem-White,1382
659,1649549394,2022-04-10T00:09:54Z,Solghi,0,1495,Kyogre,Zapdos,Incineroar,Grimmsnarl,Zacian-*,Rillaboom,Incineroar,Zacian-Crowned,1469
659,1649549394,2022-04-10T00:09:54Z,melondonkey,1,1382,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1408
660,1649549905,2022-04-10T00:18:25Z,vgchawai,1,1378,Zacian-*,Calyrex-Shadow,Thundurus,Landorus-Therian,Incineroar,Rillaboom,Rillaboom,Incineroar,1400
660,1649549905,2022-04-10T00:18:25Z,melondonkey,0,1408,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1386
661,1649550628,2022-04-10T00:30:28Z,Katsutori,0,1399,Groudon,Zacian-*,Charizard,Incineroar,Gastrodon-East,Whimsicott,Whimsicott,Charizard,1378
661,1649550628,2022-04-10T00:30:28Z,melondonkey,1,1386,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1407
662,1649550767,2022-04-10T00:32:47Z,melondonkey,0,1407,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1392
662,1649550767,2022-04-10T00:32:47Z,Testo1,1,1497,Groudon,Solgaleo,Charizard,Amoonguss,Grimmsnarl,Moltres-Galar,Solgaleo,Grimmsnarl,1512
663,1649551044,2022-04-10T00:37:24Z,kintillo,1,1336,Zacian-*,Palkia,Gothitelle,Shedinja,Rillaboom,Incineroar,Palkia,Gothitelle,1359
663,1649551044,2022-04-10T00:37:24Z,melondonkey,0,1392,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1369
664,1649551695,2022-04-10T00:48:15Z,clinton68,1,1440,Charizard,Regigigas,Calyrex-Shadow,Koffing,Kyogre,Whimsicott,Whimsicott,Regigigas,1456
664,1649551695,2022-04-10T00:48:15Z,melondonkey,0,1369,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1353
665,1649551972,2022-04-10T00:52:52Z,LittlerootLadders,0,1301,Bronzong,Groudon,Yveltal,Regieleki,Incineroar,Gastrodon-East,Incineroar,Bronzong,1284
665,1649551972,2022-04-10T00:52:52Z,melondonkey,1,1353,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1370
666,1649552218,2022-04-10T00:56:58Z,Czzssdgg,1,1385,Groudon,Yveltal,Charizard,Venusaur,Grimmsnarl,Ferrothorn,Groudon,Venusaur,1404
666,1649552218,2022-04-10T00:56:58Z,melondonkey,0,1370,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1351
667,1649552517,2022-04-10T01:01:57Z,melondonkey,1,1351,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1366
667,1649552517,2022-04-10T01:01:57Z,Thatflashguy22,0,1262,Zacian-*,Incineroar,Kyogre,Grimmsnarl,Regieleki,Rillaboom,Zacian-Crowned,Grimmsnarl,1243
668,1649553184,2022-04-10T01:13:04Z,melondonkey,1,1366,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1385
668,1649553184,2022-04-10T01:13:04Z,drcssack,0,1341,Zacian-*,Lapras,Amoonguss,Yveltal,Regieleki,Incineroar,Regieleki,Incineroar,1322
669,1649553321,2022-04-10T01:15:21Z,melondonkey,0,1385,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1365
669,1649553321,2022-04-10T01:15:21Z,PerroteVGC,1,1377,Zamazenta-*,Thundurus,Groudon,Venusaur,Grimmsnarl,Incineroar,Venusaur,Grimmsnarl,1397
670,1649553526,2022-04-10T01:18:46Z,Mirror B12345,0,1321,Jolteon,Kyogre,Incineroar,Mewtwo,Landorus-Therian,Ferrothorn,Jolteon,Incineroar,1304
670,1649553526,2022-04-10T01:18:46Z,melondonkey,1,1365,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1382
671,1649555180,2022-04-10T01:46:20Z,BurningBladesVGC,1,1311,Indeedee-F,Incineroar,Kyurem-White,Regieleki,Tapu Fini,Zacian-*,Indeedee-F,Regieleki,1335
671,1649555180,2022-04-10T01:46:20Z,melondonkey,0,1382,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Zacian-Crowned,1358
672,1649555441,2022-04-10T01:50:41Z,melondonkey,1,1358,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1372
672,1649555441,2022-04-10T01:50:41Z,Squirtle134,0,1248,Snorlax,Indeedee-F,Calyrex-Shadow,Venusaur,Reshiram,Torkoal,Indeedee-F,Snorlax,1231
673,1649558106,2022-04-10T02:35:06Z,melondonkey,1,1372,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1391
673,1649558106,2022-04-10T02:35:06Z,Snakeking407,0,1355,Dugtrio,Solgaleo,Tornadus,Eternatus,Incineroar,Thundurus,Incineroar,Tornadus,1336
674,1649558374,2022-04-10T02:39:34Z,Helsia,1,1365,Weezing,Regigigas,Zacian-*,Eternatus,Stakataka,Archeops,Regigigas,Weezing,1386
674,1649558374,2022-04-10T02:39:34Z,melondonkey,0,1391,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Kyurem-White,Urshifu,1370
675,1649558677,2022-04-10T02:44:37Z,melondonkey,1,1370,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1386
675,1649558677,2022-04-10T02:44:37Z,jacobkennethw,0,1306,Kyogre,Zapdos,Incineroar,Grimmsnarl,Zacian-*,Rillaboom,Incineroar,Grimmsnarl,1290
676,1649559171,2022-04-10T02:52:51Z,GAPDHD,1,1445,Zacian-*,Kyogre,Ludicolo,Indeedee-F,Stakataka,Whimsicott,Whimsicott,Zacian-Crowned,1462
676,1649559171,2022-04-10T02:52:51Z,melondonkey,0,1386,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1369
677,1649559424,2022-04-10T02:57:04Z,MordoHC,1,1317,Kyogre,Lugia,Incineroar,Amoonguss,Crobat,Grimmsnarl,Grimmsnarl,Incineroar,1340
677,1649559424,2022-04-10T02:57:04Z,melondonkey,0,1369,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1346
678,1649559727,2022-04-10T03:02:07Z,melondonkey,1,1346,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1372
678,1649559727,2022-04-10T03:02:07Z,Snorlaxlover9088,0,1459,Porygon2,Indeedee-F,Calyrex-Ice,Palkia,Marowak-Alola,Alcremie,Calyrex-Ice,Indeedee-F,1433
679,1649645075,2022-04-11T02:44:35Z,melondonkey,0,1391,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1366
679,1649645075,2022-04-11T02:44:35Z,heroice18,1,1309,Porygon2,Incineroar,Solgaleo,Kyogre,Amoonguss,Regieleki,Solgaleo,Amoonguss,1334
680,1649810480,2022-04-13T00:41:20Z,gotohellvenusaur1,1,1417,Talonflame,Marowak-Alola,Urshifu-*,Rillaboom,Yveltal,Kyogre,Talonflame,Urshifu-Rapid-Strike,1433
680,1649810480,2022-04-13T00:41:20Z,melondonkey,0,1341,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1325
681,1649810737,2022-04-13T00:45:37Z,Fayz Sharpie,0,1335,Groudon,Whimsicott,Zacian-*,Thundurus,Gastrodon,Incineroar,Whimsicott,Zacian-Crowned,1314
681,1649810737,2022-04-13T00:45:37Z,melondonkey,1,1325,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1346
682,1649811141,2022-04-13T00:52:21Z,X9Bank,1,1326,Blastoise,Calyrex-Shadow,Zacian-*,Garchomp,Regieleki,Incineroar,Blastoise,Calyrex-Shadow,1347
682,1649811141,2022-04-13T00:52:21Z,melondonkey,0,1346,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1325
683,1649811347,2022-04-13T00:55:47Z,dysprosium 3,1,1378,Landorus-Therian,Thundurus,Calyrex-Shadow,Dialga,Sableye,Indeedee-F,Calyrex-Shadow,Indeedee-F,1395
683,1649811347,2022-04-13T00:55:47Z,melondonkey,0,1325,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1308
684,1649811602,2022-04-13T01:00:02Z,melondonkey,0,1308,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1292
684,1649811602,2022-04-13T01:00:02Z,EmergencyCall,1,1373,Solgaleo,Zacian-*,Tapu Fini,Regieleki,Landorus-Therian,Thundurus,Solgaleo,Regieleki,1389
685,1649811835,2022-04-13T01:03:55Z,breadisgodisbread,0,1192,Durant,Grimmsnarl,Necrozma-Dusk-Mane,Kyogre,Thundurus,Rillaboom,Grimmsnarl,Necrozma-Dusk-Mane,1174
685,1649811835,2022-04-13T01:03:55Z,melondonkey,1,1292,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1310
686,1649812065,2022-04-13T01:07:45Z,Hardyardtard,0,1179,Regieleki,Kyogre,Thundurus,Walrein,Abomasnow,Calyrex-Shadow,Kyogre,Calyrex-Shadow,1163
686,1649812065,2022-04-13T01:07:45Z,melondonkey,1,1310,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1323
687,1649812287,2022-04-13T01:11:27Z,orangevulpix97,1,1400,Palkia,Calyrex-Ice,Indeedee-F,Amoonguss,Weezing,Regieleki,Indeedee-F,Palkia,1416
687,1649812287,2022-04-13T01:11:27Z,melondonkey,0,1323,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1307
688,1649812682,2022-04-13T01:18:02Z,AIR505,1,1364,Tornadus,Kyogre,Venusaur,Porygon2,Torkoal,Solgaleo,Venusaur,Torkoal,1381
688,1649812682,2022-04-13T01:18:02Z,melondonkey,0,1307,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1290
689,1649812868,2022-04-13T01:21:08Z,melondonkey,1,1290,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1310
689,1649812868,2022-04-13T01:21:08Z,hazy little thing,0,1213,Palkia,Rillaboom,Incineroar,Zacian-*,Porygon2,Grimmsnarl,Grimmsnarl,Porygon2,1193
690,1649813865,2022-04-13T01:37:45Z,zaishuizhifan,0,1235,Groudon,Zamazenta-*,Thundurus,Urshifu-*,Incineroar,Tapu Fini,Thundurus,Zamazenta-Crowned,1215
690,1649813865,2022-04-13T01:37:45Z,melondonkey,1,1310,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1326
691,1649814506,2022-04-13T01:48:26Z,Sakimoto24,0,1375,Rayquaza,Incineroar,Solgaleo,Grimmsnarl,Amoonguss,Spectrier,Amoonguss,Rayquaza,1352
691,1649814506,2022-04-13T01:48:26Z,melondonkey,1,1326,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1349
692,1649814854,2022-04-13T01:54:14Z,melondonkey,0,1349,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Kyurem-White,Zacian-Crowned,1327
692,1649814854,2022-04-13T01:54:14Z,Livnlarge27,1,1317,Blastoise,Kyogre,Tornadus,Weezing,Regigigas,Zygarde,Tornadus,Kyogre,1339
693,1649815103,2022-04-13T01:58:23Z,SuchaSham,0,1387,Zacian-*,Kyogre,Tornadus,Regieleki,Rillaboom,Landorus-Therian,Tornadus,Zacian-Crowned,1364
693,1649815103,2022-04-13T01:58:23Z,melondonkey,1,1327,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1350
694,1649815349,2022-04-13T02:02:29Z,melondonkey,1,1350,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1375
694,1649815349,2022-04-13T02:02:29Z,ApocalipsisVGC,0,1431,Zamazenta-*,Incineroar,Tapu Fini,Zygarde,Metagross,Thundurus,Zygarde,Zamazenta-Crowned,1406
695,1649815460,2022-04-13T02:04:20Z,TERRYON,0,1464,Kyogre,Zacian-*,Tornadus,Garchomp,Rillaboom,Charizard,Kyogre,Tornadus,1439
695,1649815460,2022-04-13T02:04:20Z,melondonkey,1,1375,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1400
696,1649815850,2022-04-13T02:10:50Z,the erect man,1,1482,Solgaleo,Grimmsnarl,Incineroar,Thundurus,Whimsicott,Groudon,Grimmsnarl,Solgaleo,1497
696,1649815850,2022-04-13T02:10:50Z,melondonkey,0,1400,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1385
697,1649816080,2022-04-13T02:14:40Z,chan-rin,1,1389,Gastrodon-East,Grimmsnarl,Incineroar,Groudon,Charizard,Zacian-*,Grimmsnarl,Charizard,1409
697,1649816080,2022-04-13T02:14:40Z,melondonkey,0,1385,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1365
698,1649816309,2022-04-13T02:18:29Z,Blackinout27,0,1301,Swampert,Zacian-*,Grimmsnarl,Yveltal,Rillaboom,Incineroar,Grimmsnarl,Yveltal,1285
698,1649816309,2022-04-13T02:18:29Z,melondonkey,1,1365,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1381
699,1649816423,2022-04-13T02:20:23Z,asecase,1,1339,Yveltal,Solgaleo,Dugtrio,Shedinja,Amoonguss,Landorus-Therian,Solgaleo,Dugtrio,1361
699,1649816423,2022-04-13T02:20:23Z,melondonkey,0,1381,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1359
700,1649816670,2022-04-13T02:24:30Z,papapappapapa,1,1423,Palkia,Incineroar,Indeedee-F,Thundurus,Rillaboom,Zacian-*,Indeedee-F,Palkia,1439
700,1649816670,2022-04-13T02:24:30Z,melondonkey,0,1359,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1343
701,1649816948,2022-04-13T02:29:08Z,melondonkey,1,1343,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1367
701,1649816948,2022-04-13T02:29:08Z,Horgy1,0,1417,Calyrex-Shadow,Indeedee-F,Regieleki,Incineroar,Kyogre,Mimikyu,Incineroar,Calyrex-Shadow,1393
702,1649817175,2022-04-13T02:32:55Z,Jramvgc,0,1359,Kyogre,Zacian-*,Incineroar,Grimmsnarl,Rillaboom,Thundurus,Grimmsnarl,Kyogre,1339
702,1649817175,2022-04-13T02:32:55Z,melondonkey,1,1367,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Sableye,Kyurem-White,1387
703,1649817579,2022-04-13T02:39:39Z,melondonkey,0,1365,Kyurem-White,Zacian-*,Sableye,Regieleki,Whimsicott,Urshifu-*,Urshifu,Kyurem-White,1349
703,1649817579,2022-04-13T02:39:39Z,Darkmoltres91,1,1438,Calyrex-Shadow,Kyogre,Regieleki,Whimsicott,Weezing,Indeedee-F,Whimsicott,Kyogre,1454
704,1649856254,2022-04-13T13:24:14Z,MagoSellino,1,1401,Yveltal,Regieleki,Swampert,Zacian-*,Grimmsnarl,Rillaboom,Yveltal,Grimmsnarl,1417
704,1649856254,2022-04-13T13:24:14Z,melondonkey,0,1328,Kyurem-White,Sableye,Regieleki,Zacian-*,Urshifu-*,Incineroar,Sableye,Kyurem-White,1312
705,1649856495,2022-04-13T13:28:15Z,melondonkey,1,1312,Kyurem-White,Sableye,Regieleki,Zacian-*,Urshifu-*,Incineroar,Sableye,Kyurem-White,1337
705,1649856495,2022-04-13T13:28:15Z,kintillo,0,1406,Zacian-*,Kyogre,Seismitoad,Thundurus,Rillaboom,Urshifu-*,Urshifu,Thundurus,1381
706,1649856884,2022-04-13T13:34:44Z,melondonkey,1,1337,Kyurem-White,Sableye,Regieleki,Zacian-*,Urshifu-*,Incineroar,Sableye,Kyurem-White,1357
706,1649856884,2022-04-13T13:34:44Z,jsoshsj,0,1333,Rhyperior,Incineroar,Rillaboom,Zygarde-10%,Zacian-*,Dusclops,Zacian-Crowned,Zygarde-10%,1313
707,1649857029,2022-04-13T13:37:09Z,melondonkey,1,1357,Kyurem-White,Sableye,Regieleki,Zacian-*,Urshifu-*,Incineroar,Sableye,Kyurem-White,1377
707,1649857029,2022-04-13T13:37:09Z,jiajun001,0,1365,Incineroar,Yveltal,Regieleki,Zacian-*,Rillaboom,Blastoise,Blastoise,Zacian-Crowned,1345
708,1649859670,2022-04-13T14:21:10Z,melondonkeyalt1,1,1040,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Landorus-Therian,Kyurem-White,1073
708,1649859670,2022-04-13T14:21:10Z,PackMajic,0,1025,Groudon,Yveltal,Gastrodon-East,Grimmsnarl,Charizard,Regieleki,Groudon,Gastrodon-East,1012
709,1649860669,2022-04-13T14:37:49Z,Nbrwihj a,0,1012,Mimikyu,Kyogre,Calyrex-Ice,Incineroar,Grimmsnarl,Buzzwole,Grimmsnarl,Mimikyu,1002
709,1649860669,2022-04-13T14:37:49Z,melondonkeyalt1,1,1073,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Rillaboom,Kyurem-White,1097
710,1649860770,2022-04-13T14:39:30Z,melondonkeyalt1,1,1097,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Indeedee-F,Kyurem-White,1121
710,1649860770,2022-04-13T14:39:30Z,Edust,0,1075,Zacian-*,Ho-Oh,Quagsire,Raichu,Araquanid,Landorus-Therian,Ho-Oh,Raichu,1055
711,1649861778,2022-04-13T14:56:18Z,melondonkeyalt1,1,1121,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Indeedee-F,Kyurem-White,1143
711,1649861778,2022-04-13T14:56:18Z,Fred the Devil,0,1074,Yveltal,Venusaur,Regieleki,Groudon,Bronzong,Incineroar,Venusaur,Yveltal,1056
712,1649861966,2022-04-13T14:59:26Z,melondonkeyalt1,0,1143,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Kyurem-White,Zacian-Crowned,1119
712,1649861966,2022-04-13T14:59:26Z,deepdarkJessica,1,1160,Regigigas,Weezing,Calyrex-Shadow,Zacian-*,Blastoise,Volcarona,Regigigas,Weezing,1184
713,1649879490,2022-04-13T19:51:30Z,melondonkeyalt1,0,1071,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Indeedee-F,Zacian-Crowned,1056
713,1649879490,2022-04-13T19:51:30Z,VGCsavant,1,1174,Vanilluxe,Incineroar,Zacian-*,Thundurus,Tapu Fini,Kyurem-White,Vanilluxe,Incineroar,1192
714,1649879928,2022-04-13T19:58:48Z,AlbiolVGC,1,1000,Zacian-*,Groudon,Charizard,Grimmsnarl,Incineroar,Gastrodon,Groudon,Charizard,1046
714,1649879928,2022-04-13T19:58:48Z,melondonkeyalt1,0,1056,Indeedee-F,Zacian-*,Regieleki,Landorus-Therian,Rillaboom,Kyurem-White,Landorus-Therian,Kyurem-White,1035
715,1649889157,2022-04-13T22:32:37Z,NoFrankfurtVGC,1,1312,Zacian-*,Groudon,Charizard,Grimmsnarl,Incineroar,Gastrodon,Charizard,Grimmsnarl,1336
